sampleName	originalIndex	Cell.Type..Samples	MajorType	JustPyra	GabaDeep	PyramidalDeep	Neurotransmitter1	ShinyNames	ShinySubtypes	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	PMID	SharePermit	Notes	MouseStrain	ReporterGene
GSM215858	88	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	NA	GabaPV	GabaPV	Gabaergic	GabaPV	NA	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GabaPV from G42 line	Cortex	Motor cortex		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE	Same as Okaty 2009.	G42	Gad1
GSM215859	88	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	NA	GabaPV	GabaPV	Gabaergic	GabaPV	NA	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GabaPV from G42 line	Cortex	Motor cortex		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE	Same as Okaty 2009.	G42	Gad1
GSM215860	88	GSM215857,GSM215858,GSM215859,GSM215860	Neuron	NA	GabaPV	GabaPV	Gabaergic	GabaPV	NA	GabaPV	Gabaergic	TRUE	TRUE	GabaPV	GabaPV from G42 line	Cortex	Motor cortex		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE	Same as Okaty 2009.	G42	Gad1
GSM215871	89	GSM215871,GSM215872,GSM215873	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	LocusCereuleus		39	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM215872	89	GSM215871,GSM215872,GSM215873	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	LocusCereuleus		39	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM215873	89	GSM215871,GSM215872,GSM215873	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	LocusCereuleus		39	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM444379	90	GSM444379,GSM444380,GSM444381	Neuron	NA	Purkinje	Purkinje	Gabaergic	Purkinje	NA	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells from G42	Cerebellum	Cerebellum		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM444380	90	GSM444379,GSM444380,GSM444381	Neuron	NA	Purkinje	Purkinje	Gabaergic	Purkinje	NA	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells from G42	Cerebellum	Cerebellum		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM444381	90	GSM444379,GSM444380,GSM444381	Neuron	NA	Purkinje	Purkinje	Gabaergic	Purkinje	NA	Purkinje	Purkinje	TRUE	TRUE	Purkinje	Purkinje Cells from G42	Cerebellum	Cerebellum		38	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM1464137	91	GSM1464137,GSM1464138,GSM1464139	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing young	LocusCereuleus	LocusCereuleus		23	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM1464138	91	GSM1464137,GSM1464138,GSM1464139	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing young	LocusCereuleus	LocusCereuleus		23	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM1464139	91	GSM1464137,GSM1464138,GSM1464139	Neuron	NA	Th_positive_LC	Th_positive_LC	Noradrenergic	Th_positive_LC	NA	Th_positive_LC	Th_positive_LC	TRUE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing young	LocusCereuleus	LocusCereuleus		23	Manual			GPL1261	Sugino et al. 2014	25232122	TRUE			
GSM437382	92	GSM437382,GSM437383,GSM437384	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Substantia Nigra		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
GSM437383	92	GSM437382,GSM437383,GSM437384	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Substantia Nigra		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
GSM437384	92	GSM437382,GSM437383,GSM437384	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A9Dopaminergic	A9 Dopaminergic Neurons	Midbrain	Substantia Nigra		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
GSM437391	93	GSM437391,GSM437392,GSM437393	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	ventral midbrain tagmentum		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
GSM437392	93	GSM437391,GSM437392,GSM437393	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	ventral midbrain tagmentum		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
GSM437393	93	GSM437391,GSM437392,GSM437393	Neuron	NA	Dopaminergic	Dopaminergic	Monoamine	Dopaminergic	NA	Dopaminergic	Dopaminergic	TRUE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	ventral midbrain tagmentum		Adult	LCM			GPL1261	Phani et al. 2015	20462502	TRUE			
